key_resp.corr,trials.label,trials.startVal,trials.stepSizes,trials.maxVal,trials.minVal,trials.thisIndex,trials.thisRepN,trials.thisN,trials.direction,trials.stepSize,trials.stepType,trials.intensity,ISI.started,grating.started,key_resp.started,grating.stopped,trials.response,participant,session,date,expName,psychopyVersion,frameRate,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,85,84,up,0.005,db,0.05101759764099385,0.00033199996687471867,344.6610045999987,344.6610045999987,344.9607939000707,0,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,86,85,up,0.005,db,0.051046974185383925,0.0004977999487891793,347.02593230002094,347.02593230002094,347.32539820007514,0,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,87,86,up,0.005,db,0.051076367645140466,0.0003709000302478671,349.6236296000425,349.6236296000425,349.9233982000733,1,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,88,87,up,0.005,db,0.051076367645140466,0.00048150005750358105,352.0218386000488,352.0218386000488,352.3215578000527,0,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,89,88,up,0.005,db,0.05110577803000354,0.0003120000474154949,354.46963449998293,354.46963449998293,354.7693194000749,1,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,90,89,up,0.005,db,0.05110577803000354,0.000493300030939281,356.9843573999824,356.9843573999824,357.28392820002045,0,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,91,90,up,0.005,db,0.051135205349718826,0.00031619996298104525,359.39895900001284,359.39895900001284,359.6986645000288,0,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,92,91,up,0.005,db,0.051164649614037626,0.0003367000026628375,361.8470331999706,361.8470331999706,362.1467241999926,0,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,93,92,up,0.005,db,0.051194110832716834,0.00032750004902482033,364.51139530004,364.51139530004,364.8110235000495,1,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,94,93,up,0.005,db,0.051194110832716834,0.0003301999531686306,366.90953130007256,366.90953130007256,367.2091789999977,1,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,95,94,up,0.005,db,0.051194110832716834,0.0005190999945625663,369.3241813000059,369.3241813000059,369.6237578999717,0,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,96,95,up,0.005,db,0.05122358901551898,0.0003349999897181988,371.83874350006226,371.83874350006226,372.1384368999861,1,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,97,96,up,0.005,db,0.05122358901551898,0.0005174999823793769,374.2700329000363,374.2700329000363,374.56992090004496,1,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
1,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,98,97,up,0.005,db,0.05122358901551898,0.0004886999959126115,376.71830100007355,376.71830100007355,377.0181562000653,0,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,99,98,up,0.005,db,0.05125308417221221,0.0003618999617174268,379.1826953999698,379.1826953999698,379.4824376000324,0,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
0,cont,0.05,"[0.01, 0.01, 0.005, 0.005]",1,0,0,100,99,up,0.005,db,0.05128259631257029,0.0005018999800086021,381.5807650000788,381.5807650000788,381.88049940008204,1,258046,001,2022-09-06_18h25.01.052,T3,2022.2.3,60.056272722558184,
